Banner_1/name:Banner, file:/data/deeplearning/dataset/mapillary/training/labels/--vWKSR3Rh8quTfK4AuKOQ.png, x,y:[2771,1844],color:[(255, 255, 128)]
Trailer_4/name:Trailer, file:/data/deeplearning/dataset/mapillary/training/labels/-rIuceFCk3AAriTwEuwAPQ.png, x,y:[1231,1802],color:[(0, 0, 110)]
Trailer_5/name:Trailer, file:/data/deeplearning/dataset/mapillary/training/labels/-rIuceFCk3AAriTwEuwAPQ.png, x,y:[1231,1803],color:[(0, 0, 110)]
Trailer_6/name:Trailer, file:/data/deeplearning/dataset/mapillary/training/labels/-rIuceFCk3AAriTwEuwAPQ.png, x,y:[1231,1804],color:[(0, 0, 110)]
Trailer_7/name:Trailer, file:/data/deeplearning/dataset/mapillary/training/labels/-rIuceFCk3AAriTwEuwAPQ.png, x,y:[1231,1805],color:[(0, 0, 110)]
Trailer_8/name:Trailer, file:/data/deeplearning/dataset/mapillary/training/labels/-rIuceFCk3AAriTwEuwAPQ.png, x,y:[1232,1799],color:[(0, 0, 110)]
Trailer_9/name:Trailer, file:/data/deeplearning/dataset/mapillary/training/labels/-rIuceFCk3AAriTwEuwAPQ.png, x,y:[1232,1800],color:[(0, 0, 110)]
Truck_1/name:Truck, file:/data/deeplearning/dataset/mapillary/training/labels/--jRsD9anHdGxv4ZOCQktA.png, x,y:[1055,1398],color:[(0, 0, 70)]
Truck_10/name:Truck, file:/data/deeplearning/dataset/mapillary/training/labels/--jRsD9anHdGxv4ZOCQktA.png, x,y:[1056,1398],color:[(0, 0, 70)]
Truck_2/name:Truck, file:/data/deeplearning/dataset/mapillary/training/labels/--jRsD9anHdGxv4ZOCQktA.png, x,y:[1055,1399],color:[(0, 0, 70)]
Truck_3/name:Truck, file:/data/deeplearning/dataset/mapillary/training/labels/--jRsD9anHdGxv4ZOCQktA.png, x,y:[1055,1400],color:[(0, 0, 70)]
Truck_4/name:Truck, file:/data/deeplearning/dataset/mapillary/training/labels/--jRsD9anHdGxv4ZOCQktA.png, x,y:[1055,1401],color:[(0, 0, 70)]
Truck_5/name:Truck, file:/data/deeplearning/dataset/mapillary/training/labels/--jRsD9anHdGxv4ZOCQktA.png, x,y:[1056,1393],color:[(0, 0, 70)]
Truck_6/name:Truck, file:/data/deeplearning/dataset/mapillary/training/labels/--jRsD9anHdGxv4ZOCQktA.png, x,y:[1056,1394],color:[(0, 0, 70)]
Truck_7/name:Truck, file:/data/deeplearning/dataset/mapillary/training/labels/--jRsD9anHdGxv4ZOCQktA.png, x,y:[1056,1395],color:[(0, 0, 70)]
Truck_8/name:Truck, file:/data/deeplearning/dataset/mapillary/training/labels/--jRsD9anHdGxv4ZOCQktA.png, x,y:[1056,1396],color:[(0, 0, 70)]
Truck_9/name:Truck, file:/data/deeplearning/dataset/mapillary/training/labels/--jRsD9anHdGxv4ZOCQktA.png, x,y:[1056,1397],color:[(0, 0, 70)]
Tunnel_1/name:Tunnel, file:/data/deeplearning/dataset/mapillary/training/labels/-PGWvPCItNkYR3f90utJGg.png, x,y:[1272,1154],color:[(150, 120, 90)]
Tunnel_10/name:Tunnel, file:/data/deeplearning/dataset/mapillary/training/labels/-PGWvPCItNkYR3f90utJGg.png, x,y:[1273,1149],color:[(150, 120, 90)]
Tunnel_2/name:Tunnel, file:/data/deeplearning/dataset/mapillary/training/labels/-PGWvPCItNkYR3f90utJGg.png, x,y:[1272,1155],color:[(150, 120, 90)]
Tunnel_3/name:Tunnel, file:/data/deeplearning/dataset/mapillary/training/labels/-PGWvPCItNkYR3f90utJGg.png, x,y:[1272,1156],color:[(150, 120, 90)]
Tunnel_4/name:Tunnel, file:/data/deeplearning/dataset/mapillary/training/labels/-PGWvPCItNkYR3f90utJGg.png, x,y:[1272,1157],color:[(150, 120, 90)]
Tunnel_5/name:Tunnel, file:/data/deeplearning/dataset/mapillary/training/labels/-PGWvPCItNkYR3f90utJGg.png, x,y:[1272,1158],color:[(150, 120, 90)]
Tunnel_6/name:Tunnel, file:/data/deeplearning/dataset/mapillary/training/labels/-PGWvPCItNkYR3f90utJGg.png, x,y:[1272,1159],color:[(150, 120, 90)]
Tunnel_7/name:Tunnel, file:/data/deeplearning/dataset/mapillary/training/labels/-PGWvPCItNkYR3f90utJGg.png, x,y:[1272,1160],color:[(150, 120, 90)]
Tunnel_8/name:Tunnel, file:/data/deeplearning/dataset/mapillary/training/labels/-PGWvPCItNkYR3f90utJGg.png, x,y:[1273,1147],color:[(150, 120, 90)]
Tunnel_9/name:Tunnel, file:/data/deeplearning/dataset/mapillary/training/labels/-PGWvPCItNkYR3f90utJGg.png, x,y:[1273,1148],color:[(150, 120, 90)]
Vegetation_1/name:Vegetation, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1201],color:[(107, 142, 35)]
Vegetation_10/name:Vegetation, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1210],color:[(107, 142, 35)]
Vegetation_2/name:Vegetation, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1202],color:[(107, 142, 35)]
Vegetation_3/name:Vegetation, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1203],color:[(107, 142, 35)]
Vegetation_4/name:Vegetation, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1204],color:[(107, 142, 35)]
Vegetation_5/name:Vegetation, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1205],color:[(107, 142, 35)]
Vegetation_6/name:Vegetation, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1206],color:[(107, 142, 35)]
Vegetation_7/name:Vegetation, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1207],color:[(107, 142, 35)]
Vegetation_8/name:Vegetation, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1208],color:[(107, 142, 35)]
Vegetation_9/name:Vegetation, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1209],color:[(107, 142, 35)]
Water_1/name:Water, file:/data/deeplearning/dataset/mapillary/training/labels/-4VHR0_p6lfAJ3Id2RXozg.png, x,y:[0,1595],color:[(0, 170, 30)]
Water_10/name:Water, file:/data/deeplearning/dataset/mapillary/training/labels/-4VHR0_p6lfAJ3Id2RXozg.png, x,y:[0,1604],color:[(0, 170, 30)]
Water_2/name:Water, file:/data/deeplearning/dataset/mapillary/training/labels/-4VHR0_p6lfAJ3Id2RXozg.png, x,y:[0,1596],color:[(0, 170, 30)]
Water_3/name:Water, file:/data/deeplearning/dataset/mapillary/training/labels/-4VHR0_p6lfAJ3Id2RXozg.png, x,y:[0,1597],color:[(0, 170, 30)]
Water_4/name:Water, file:/data/deeplearning/dataset/mapillary/training/labels/-4VHR0_p6lfAJ3Id2RXozg.png, x,y:[0,1598],color:[(0, 170, 30)]
Water_5/name:Water, file:/data/deeplearning/dataset/mapillary/training/labels/-4VHR0_p6lfAJ3Id2RXozg.png, x,y:[0,1599],color:[(0, 170, 30)]
Water_6/name:Water, file:/data/deeplearning/dataset/mapillary/training/labels/-4VHR0_p6lfAJ3Id2RXozg.png, x,y:[0,1600],color:[(0, 170, 30)]
Water_7/name:Water, file:/data/deeplearning/dataset/mapillary/training/labels/-4VHR0_p6lfAJ3Id2RXozg.png, x,y:[0,1601],color:[(0, 170, 30)]
Water_8/name:Water, file:/data/deeplearning/dataset/mapillary/training/labels/-4VHR0_p6lfAJ3Id2RXozg.png, x,y:[0,1602],color:[(0, 170, 30)]
Water_9/name:Water, file:/data/deeplearning/dataset/mapillary/training/labels/-4VHR0_p6lfAJ3Id2RXozg.png, x,y:[0,1603],color:[(0, 170, 30)]
WheeledSlow_1/name:WheeledSlow, file:/data/deeplearning/dataset/mapillary/training/labels/-0Q9X3KqBrhdlGzap-YToQ.png, x,y:[1073,1838],color:[(0, 0, 192)]
WheeledSlow_10/name:WheeledSlow, file:/data/deeplearning/dataset/mapillary/training/labels/-0Q9X3KqBrhdlGzap-YToQ.png, x,y:[1074,1826],color:[(0, 0, 192)]
WheeledSlow_2/name:WheeledSlow, file:/data/deeplearning/dataset/mapillary/training/labels/-0Q9X3KqBrhdlGzap-YToQ.png, x,y:[1073,1839],color:[(0, 0, 192)]
WheeledSlow_3/name:WheeledSlow, file:/data/deeplearning/dataset/mapillary/training/labels/-0Q9X3KqBrhdlGzap-YToQ.png, x,y:[1073,1840],color:[(0, 0, 192)]
WheeledSlow_4/name:WheeledSlow, file:/data/deeplearning/dataset/mapillary/training/labels/-0Q9X3KqBrhdlGzap-YToQ.png, x,y:[1073,1841],color:[(0, 0, 192)]
WheeledSlow_5/name:WheeledSlow, file:/data/deeplearning/dataset/mapillary/training/labels/-0Q9X3KqBrhdlGzap-YToQ.png, x,y:[1073,1842],color:[(0, 0, 192)]
WheeledSlow_6/name:WheeledSlow, file:/data/deeplearning/dataset/mapillary/training/labels/-0Q9X3KqBrhdlGzap-YToQ.png, x,y:[1073,1843],color:[(0, 0, 192)]
WheeledSlow_7/name:WheeledSlow, file:/data/deeplearning/dataset/mapillary/training/labels/-0Q9X3KqBrhdlGzap-YToQ.png, x,y:[1073,1844],color:[(0, 0, 192)]
WheeledSlow_8/name:WheeledSlow, file:/data/deeplearning/dataset/mapillary/training/labels/-0Q9X3KqBrhdlGzap-YToQ.png, x,y:[1074,1824],color:[(0, 0, 192)]
WheeledSlow_9/name:WheeledSlow, file:/data/deeplearning/dataset/mapillary/training/labels/-0Q9X3KqBrhdlGzap-YToQ.png, x,y:[1074,1825],color:[(0, 0, 192)]
